rest_name,tdidf
mayuri-indian-cuisine-santa-clara,0.21529314200542943
thalappakatti-restaurant-milpitas,0.20592845036004742
chaat-bhavan-sunnyvale-2,0.20390765189673052
amber-india-restaurant-san-jose,0.15368544419664673
kings-of-punjab-sunnyvale-2,0.1167025290453401
zeni-ethiopian-restaurant-san-jose,0.10227977712470457
abhiruchi-sunnyvale-2,0.08520189687014633
bawarchi-sunnyvale-4,0.08130921721077898
rasams-sunnyvale-2,0.07451210886007024
biryani-bowl-santa-clara-santa-clara-4,0.07338678792897046
little-india-cafe-sunnyvale,0.06855890135042919
biryaniz-milpitas,0.05911642714131029
gojo-ethiopian-restaurant-san-jose-2,0.04658951764731756
shalimar-restaurant-sunnyvale-sunnyvale-2,0.04524796930417365
gulzaar-halal-restaurant-and-catering-san-jose-7,0.03619264606203654
tandoori-oven-san-jose-2,0.03529548824602937
peacock-indian-cuisine-santa-clara-3,0.028345345871996688
milan-sweet-center-milpitas,0.01740527485378258
bombay-to-goa-sunnyvale,0.01009831484542474
kabab-and-currys-santa-clara,0.00965802024799911
the-mynt-san-jose,0.009640750642082009
red-chillies-milpitas-2,0.0077987230415764944
lakshmi-bazaar-san-jose,0.007351532403681383
shah-restaurant-sunnyvale,0.006923525845311551
deedees-santa-clara,0.006744878297951451
chaats-and-currys-sunnyvale-6,0.005812776780427553
aqui-cal-mex-cupertino-3,0.005762341615550892
treatbot-the-karaoke-ice-cream-truck-san-jose-3,0.004882324080293987
tayyibaat-meat-and-grill-milpitas-4,0.00450380432227937
madras-cafe-sunnyvale,25.47371869358334
ananda-bhavan-sunnyvale,9.852139911712804
ulavacharu-sunnyvale-2,6.994107482817019
ananda-bhavan-milpitas-milpitas,6.888291182458271
saravanaa-bhavan-sunnyvale-2,5.624561160130553
amruta-vilas-sunnyvale,5.214813014621928
madurai-idli-kadai-sunnyvale,4.564224526740865
saravana-bhavan-milpitas,3.914465684369256
amaravathi-indian-pure-vegetarian-restaurant-sunnyvale-2,3.8806279921446394
sangeetha-sunnyvale-2,3.602682069618513
indian-street-cafe-sunnyvale,3.4153216840091574
tirupathi-bhimas-milpitas,2.945174820659754
dosateria-cupertino,2.7876506775553436
madurai-modern-cafe-sunnyvale,2.579882597111827
komala-vilas-sunnyvale,1.9049516637330974
bangalore-cafe-santa-clara,1.7218127482442966
chennai-kings-express-san-jose,1.4868295582406958
aachi-aappakadai-sunnyvale,1.4740414104771502
anjappar-chettinad-indian-restaurant-milpitas,1.336107792066486
india-chaat-cuisine-sunnyvale,1.2549424041645478
sris-kitchen-san-jose,0.9935855697883703
swathi-tiffins-sunnyvale,0.7527726093782852
himalayan-kitchen-mountain-view,0.6888415714154428
chennai-grill-sunnyvale,0.43046555580824464
pesarattu-santa-clara,0.3818380227369751
amber-india-restaurant-san-jose,0.37284459325475566
abhiruchi-sunnyvale-2,0.3588424906440672
swagat-indian-cuisine-milpitas,0.3493163366518036
chaat-bhavan-sunnyvale-2,0.3385120024071767
mayuri-indian-cuisine-santa-clara,0.26800143797977954
indian-express-san-jose-8,0.22020941730105914
kings-of-punjab-sunnyvale-2,0.15736656800197193
biryani-bowl-santa-clara-santa-clara-4,0.15542069226018396
little-india-cafe-sunnyvale,0.13527794477603283
zeni-ethiopian-restaurant-san-jose,0.11480403733885251
bawarchi-sunnyvale-4,0.09757671253241146
rasams-sunnyvale-2,0.08264297935145003
gojo-ethiopian-restaurant-san-jose-2,0.07009606705721705
biryaniz-milpitas,0.06543392365106815
gulzaar-halal-restaurant-and-catering-san-jose-7,0.05367014375603594
shalimar-restaurant-sunnyvale-sunnyvale-2,0.05316501426908547
tandoori-oven-san-jose-2,0.039640164327705486
walia-ethiopian-cuisine-san-jose,0.038558345755856045
peacock-indian-cuisine-santa-clara-3,0.030060866193134885
milan-sweet-center-milpitas,0.018854306913677697
bombay-to-goa-sunnyvale,0.011107833502601673
the-mynt-san-jose,0.010556709810772703
kabab-and-currys-santa-clara,0.010379802204199873
red-chillies-milpitas-2,0.00838741835119068
lakshmi-bazaar-san-jose,0.00787239601019385
shah-restaurant-sunnyvale,0.007550861148780585
deedees-santa-clara,0.007089148092689346
chaats-and-currys-sunnyvale-6,0.006248636208114422
aqui-cal-mex-cupertino-3,0.006011762042790747
treatbot-the-karaoke-ice-cream-truck-san-jose-3,0.005060203703888599
tayyibaat-meat-and-grill-milpitas-4,0.004761120918779138
madras-cafe-sunnyvale,23.538605426772985
ananda-bhavan-sunnyvale,10.305214466415478
amaravathi-indian-pure-vegetarian-restaurant-sunnyvale-2,6.204158508490473
madurai-idli-kadai-sunnyvale,4.866653773077782
ulavacharu-sunnyvale-2,3.7916910041255965
indian-street-cafe-sunnyvale,3.714777167894337
saravanaa-bhavan-sunnyvale-2,3.2488580023221356
komala-vilas-sunnyvale,2.4424516727078336
sangeetha-sunnyvale-2,2.4365355151499313
bangalore-cafe-santa-clara,2.0491380401367034
chennai-kings-express-san-jose,1.511425239225533
ananda-bhavan-milpitas-milpitas,1.4636036812038675
saravana-bhavan-milpitas,1.371128703890473
chaat-bhavan-sunnyvale-2,1.332842726052275
indian-express-san-jose-8,1.2778195121282687
